cell_id,row,col,R_mean_diff,R_std_diff,G_mean_diff,G_std_diff,B_mean_diff,B_std_diff,NDVI_1_mean_diff,NDVI_1_std_diff,NDVI_2_mean_diff,NDVI_2_std_diff,NDVI_3_mean_diff,NDVI_3_std_diff,SWIR_1_mean_diff,SWIR_1_std_diff,SWIR_2_mean_diff,SWIR_2_std_diff,SWIR_3_mean_diff,SWIR_3_std_diff
14,0,14,23.72260093688965,5.636439323425293,32.49660110473633,4.605169773101807,18.555200576782227,3.474557876586914,28.66860008239746,21.753969192504883,142.2772979736328,10.839584350585938,0.0,0.0,48.91609954833984,7.9618754386901855,176.27099609375,10.706528663635254,24.232500076293945,5.639720439910889
15,0,15,20.798900604248047,6.526060104370117,30.30179977416992,5.785802841186523,17.28580093383789,4.536267280578613,12.553899765014648,19.467771530151367,134.2523956298828,9.691433906555176,0.0,0.0,48.08440017700195,8.30051040649414,197.99229431152344,28.223508834838867,21.295700073242188,6.538261413574219
16,0,16,20.215200424194336,3.884853839874268,30.10689926147461,4.068620681762695,16.96649932861328,2.6646158695220947,10.55780029296875,12.781450271606444,133.25830078125,6.376125812530518,0.0,0.0,45.91999816894531,7.437122821807861,190.9644927978516,26.41357040405273,20.7317008972168,3.8845739364624015
17,0,17,19.61899948120117,6.520861625671387,29.87179946899414,6.342315196990967,16.55459976196289,4.683248996734619,10.770000457763672,18.33589744567871,133.3574981689453,9.13864803314209,0.0,0.0,45.14030075073242,9.066929817199709,187.75970458984372,26.03030586242676,20.125999450683597,6.518291473388672
18,0,18,32.373199462890625,28.471078872680664,38.6176986694336,17.62554359436035,21.388399124145508,11.93076515197754,40.97809982299805,71.45409393310547,146.61050415039062,31.102174758911133,0.0,0.0,77.55590057373047,48.179908752441406,211.9488067626953,36.0527229309082,32.87710189819336,28.468908309936523
19,0,19,78.42680358886719,39.83196258544922,74.131103515625,25.48414802551269,46.18339920043945,23.49246597290039,129.36639404296875,83.81341552734375,186.51190185546875,35.83311462402344,0.0,0.0,152.4532928466797,36.562496185302734,247.1710968017578,15.748823165893556,78.92539978027344,39.81378936767578
20,0,20,103.18710327148438,48.78605270385742,88.22940063476562,31.80038452148437,59.465599060058594,29.407655715942383,179.3195037841797,88.26432037353516,195.6103057861328,35.736209869384766,0.0,0.0,171.67050170898438,47.92380142211914,237.07460021972656,25.568586349487305,103.6875991821289,48.76112747192383
21,0,21,80.92040252685547,36.37099075317383,71.01190185546875,21.160057067871094,42.99720001220703,17.15268325805664,154.3267059326172,90.54344177246094,195.70790100097656,40.10334396362305,0.0,0.0,140.23939514160156,40.61920928955078,233.2075042724609,31.939680099487305,81.42369842529297,36.37603759765625
22,0,22,86.13379669189453,40.41099166870117,74.59290313720703,21.89292526245117,45.54570007324219,18.465473175048828,152.4261932373047,94.71453857421876,195.12890625,41.32833480834961,0.0,0.0,156.510498046875,43.60257339477539,242.61300659179688,18.07934188842773,86.62000274658203,40.39798355102539
23,0,23,80.55780029296875,38.71889114379883,72.65959930419922,25.40341186523437,45.08509826660156,24.277830123901367,142.031005859375,87.6347427368164,188.0569000244141,37.68296813964844,0.0,0.0,148.60690307617188,36.98292922973633,241.20050048828125,21.415882110595703,81.05449676513672,38.705665588378906
