cell_id,row,col,R_mean_2021,R_std_2021,G_mean_2021,G_std_2021,B_mean_2021,B_std_2021,NDVI_1_mean_2021,NDVI_1_std_2021,NDVI_2_mean_2021,NDVI_2_std_2021,NDVI_3_mean_2021,NDVI_3_std_2021,SWIR_1_mean_2021,SWIR_1_std_2021,SWIR_2_mean_2021,SWIR_2_std_2021,SWIR_3_mean_2021,SWIR_3_std_2021
0,0,0,96.43560028076172,43.877716064453125,82.21810150146484,26.01482582092285,53.5630989074707,22.109128952026367,165.0718994140625,92.36164855957033,187.093994140625,34.26833724975586,0.0,0.0,175.09039306640625,56.73920822143555,237.101806640625,25.26982307434082,96.92220306396484,43.86046600341797
1,0,1,96.67530059814452,38.5644416809082,82.82859802246094,20.418991088867188,53.3942985534668,17.7944278717041,172.7677001953125,83.56397247314453,189.8195953369141,31.338409423828125,0.0,0.0,177.55409240722656,50.62659454345703,231.17849731445312,30.470802307128903,97.16780090332033,38.57044982910156
2,0,2,84.0645980834961,39.97100067138672,75.8313980102539,23.739421844482425,47.8047981262207,20.12865829467773,159.79530334472656,89.9200439453125,187.2454071044922,42.876094818115234,0.0,0.0,153.57080078125,61.562042236328125,225.75840759277344,52.982521057128906,84.57230377197266,39.95011520385742
3,0,3,48.782901763916016,26.071531295776367,50.92219924926758,17.130556106567383,29.281200408935547,11.88356590270996,82.65799713134766,77.45623016357422,165.5894012451172,36.27773666381836,0.0,0.0,112.18460083007812,60.94490051269531,228.40960693359372,42.46255874633789,49.30120086669922,26.08271598815918
4,0,4,66.00920104980469,24.66202163696289,64.04949951171875,15.132397651672363,39.09260177612305,14.306153297424316,122.91919708251952,76.02245330810547,183.67340087890625,34.827423095703125,0.0,0.0,144.44219970703125,42.7669563293457,233.34100341796875,37.77788543701172,66.51490020751953,24.66326141357422
5,0,5,86.75340270996094,37.98533630371094,79.21050262451172,32.26750946044922,58.40829849243164,31.76252555847168,194.14779663085935,73.7728271484375,198.3654022216797,38.06915664672852,0.0,0.0,145.83450317382812,32.372161865234375,198.3925018310547,35.19713592529297,87.2417984008789,37.97731018066406
6,0,6,101.2427978515625,45.06707382202149,88.060302734375,36.119022369384766,63.5093002319336,36.01222610473633,201.7852020263672,73.70425415039062,193.8668975830078,40.09706878662109,0.0,0.0,167.58929443359375,48.3584098815918,213.4593963623047,46.3467903137207,101.73380279541016,45.04743576049805
7,0,7,106.02549743652344,36.56214904785156,84.67279815673828,27.44017791748047,59.10490036010742,25.9254150390625,211.40919494628903,63.22026062011719,201.1134033203125,30.930856704711918,0.0,0.0,187.94320678710935,45.389556884765625,218.2852020263672,32.880069732666016,106.53900146484376,36.55155563354492
8,0,8,69.1448974609375,22.27397346496582,64.34400177001953,16.334075927734375,45.126800537109375,16.009950637817383,177.01939392089844,65.8744125366211,208.75669860839844,29.91665267944336,0.0,0.0,126.59290313720705,29.688913345336918,193.50579833984372,29.23735237121582,69.65889739990234,22.280214309692383
9,0,9,53.09980010986328,29.747812271118164,52.768699645996094,20.89366912841797,34.48310089111328,20.123764038085938,115.0864028930664,96.93379974365234,180.0489959716797,43.5305290222168,0.0,0.0,106.33519744873048,44.46550369262695,206.80520629882807,33.57023620605469,53.59579849243164,29.750795364379883
10,0,10,26.727399826049805,18.050106048583984,34.7598991394043,13.796109199523926,18.95009994506836,11.570859909057615,22.79829978942871,49.36775970458984,139.0531005859375,23.52520751953125,0.0,0.0,56.21649932861328,31.59212684631348,215.5968017578125,24.196521759033203,27.239599227905277,18.055152893066406
11,0,11,31.670499801635746,17.687755584716797,37.56930160522461,11.76129150390625,21.423900604248047,9.262883186340332,45.28210067749024,57.032989501953125,150.39590454101562,27.972450256347656,0.0,0.0,65.24949645996094,38.49539566040039,203.9828948974609,24.835397720336918,32.16640090942383,17.67835235595703
12,0,12,33.06269836425781,11.831954956054688,39.2510986328125,8.768594741821289,21.99720001220703,6.352746963500977,48.43370056152344,38.94709014892578,152.10499572753906,19.32845497131348,0.0,0.0,69.3115005493164,24.34285545349121,209.2397003173828,26.50821685791016,33.56380081176758,11.836566925048828
13,0,13,28.81180000305176,10.204919815063477,35.70199966430664,7.405848503112793,19.82460021972656,5.667577266693115,37.63330078125,36.98232269287109,146.7418975830078,18.41874885559082,0.0,0.0,58.13520050048828,18.122392654418945,205.95350646972656,27.10139274597168,29.304399490356445,10.208709716796877
14,0,14,26.954099655151367,4.862282752990723,34.672698974609375,3.9902851581573486,19.029800415039062,2.9166953563690186,36.495601654052734,17.639041900634766,146.181396484375,8.799994468688965,0.0,0.0,47.839500427246094,7.211861133575439,188.5269927978516,10.439974784851074,27.457199096679688,4.861477851867676
15,0,15,24.61720085144043,5.52163553237915,33.26430130004883,4.886844158172607,18.017799377441406,3.605119228363037,21.217100143432617,19.94349479675293,138.5579071044922,9.93106460571289,0.0,0.0,46.78609848022461,8.508122444152832,206.47259521484372,27.104122161865234,25.14139938354492,5.526247024536133
16,0,16,25.524099349975582,3.1876354217529297,33.85660171508789,3.216587543487549,18.86739921569824,2.149655103683472,28.467100143432617,16.838518142700195,142.18409729003906,8.389707565307617,0.0,0.0,45.97320175170898,6.211415767669678,196.80859375,24.7190055847168,26.020999908447266,3.1910436153411865
17,0,17,24.906099319458008,6.009732723236084,33.71989822387695,5.492763042449951,19.647600173950195,3.80368447303772,26.193199157714844,21.05418968200684,141.0482940673828,10.4899263381958,0.0,0.0,47.268699645996094,9.307239532470703,195.81280517578125,24.76599884033203,25.4143009185791,6.014603614807129
18,0,18,44.275299072265625,37.32914352416992,46.62300109863281,23.04562187194824,28.73590087890625,16.33502769470215,63.31010055541992,82.384521484375,154.25900268554688,30.97369384765625,0.0,0.0,89.48410034179688,59.78535842895508,219.5644989013672,27.288599014282227,44.76210021972656,37.31720352172852
19,0,19,103.25759887695312,38.25001525878906,85.06220245361328,25.32403945922852,56.31230163574219,20.634490966796875,196.8571929931641,60.55598831176758,207.20689392089844,28.43507575988769,0.0,0.0,191.8450927734375,31.672348022460938,235.6580047607422,20.41178703308105,103.7677993774414,38.25015640258789
20,0,20,116.10700225830078,39.03730392456055,92.91960144042967,28.71242904663086,63.289798736572266,24.388429641723636,221.8307037353516,54.48476791381836,204.8477020263672,30.535837173461918,0.0,0.0,196.91000366210935,35.51070022583008,224.9947052001953,25.79569625854492,116.6168975830078,39.016693115234375
21,0,21,106.418701171875,37.76468276977539,84.17109680175781,22.846614837646484,54.39820098876953,17.375661849975586,201.3553009033203,65.29047393798828,204.6873016357422,28.691370010375977,0.0,0.0,195.97889709472656,39.06104278564453,234.76710510253903,18.413480758666992,106.93009948730467,37.76160430908203
22,0,22,87.7261962890625,39.0224609375,75.5271987915039,23.22552490234375,47.2156982421875,18.114933013916016,168.31640625,77.89891052246094,199.5823974609375,32.85342025756836,0.0,0.0,165.7198944091797,42.06105041503906,234.62989807128903,22.703235626220703,88.22959899902344,39.01595687866211
23,0,23,89.47219848632812,34.83020782470703,76.84829711914062,23.60942840576172,48.8297004699707,20.886615753173828,180.99729919433597,72.11988830566406,205.31939697265625,32.18473434448242,0.0,0.0,160.16290283203125,36.199310302734375,229.01210021972656,21.52964782714844,89.95690155029297,34.82168197631836
24,0,24,63.9833984375,40.32086181640625,60.0093994140625,24.945804595947266,36.7864990234375,17.90180206298828,108.4220962524414,95.5737533569336,176.22650146484375,41.10539245605469,0.0,0.0,134.5404052734375,62.864540100097656,240.0126953125,22.699663162231445,64.48320007324219,40.32044219970703
25,0,25,112.71769714355467,79.28596496582031,113.9905014038086,76.52597045898438,98.19080352783205,84.77677917480469,157.5238037109375,88.57379913330078,186.62350463867188,42.142852783203125,0.0,0.0,161.8791046142578,63.822731018066406,244.951904296875,16.658918380737305,113.14820098876952,79.13983917236328
26,0,26,154.04739379882812,64.69331359863281,147.19290161132812,67.4904556274414,130.68539428710938,75.69719696044922,217.377197265625,58.44223785400391,201.8291931152344,46.86035537719727,0.0,0.0,200.23440551757807,50.72071838378906,250.37159729003903,12.248538970947266,154.46429443359375,64.56281280517578
27,0,27,199.7919006347656,76.52527618408203,198.0794982910156,77.45699310302734,189.23959350585935,87.24507141113281,224.61900329589844,63.19984817504883,167.43679809570312,47.16720199584961,0.0,0.0,213.52589416503903,52.727333068847656,251.68919372558597,11.257611274719238,200.0229949951172,76.3048324584961
28,0,28,97.87779998779295,42.60929489135742,96.17549896240234,40.74306869506836,77.73739624023438,44.60160827636719,161.46969604492188,72.53497314453125,202.5727996826172,33.68547439575195,0.0,0.0,156.24600219726562,41.13182067871094,244.6831970214844,17.757619857788086,98.35459899902344,42.6121940612793
29,0,29,63.05400085449219,31.19851303100586,63.03179931640625,17.43523406982422,36.89759826660156,14.17161750793457,123.64749908447266,85.83153533935547,183.77340698242188,37.57920455932617,0.0,0.0,127.1415023803711,43.772422790527344,223.7987060546875,36.490272521972656,63.54930114746094,31.21497344970703
30,0,30,39.70190048217773,27.05049705505371,47.0098991394043,18.2488956451416,25.074899673461918,12.213143348693848,62.422401428222656,82.3624496459961,158.5908966064453,40.01601028442383,0.0,0.0,93.45850372314452,37.41814041137695,228.49920654296875,30.799957275390625,40.19060134887695,27.060312271118164
31,0,31,49.29140090942383,32.56499099731445,50.675201416015625,21.11239624023437,30.344200134277344,17.194007873535156,95.2147979736328,99.43184661865234,171.2928009033203,44.7111930847168,0.0,0.0,109.6781997680664,51.52292251586914,218.0467071533203,36.74066162109375,49.787200927734375,32.56032943725586
32,0,32,57.66569900512695,28.32958030700684,57.90060043334961,17.291881561279297,35.84239959716797,13.965198516845703,106.09719848632812,88.44647979736328,178.07879638671875,40.64991760253906,0.0,0.0,122.75469970703124,36.48585510253906,230.9662933349609,30.824363708496094,58.167598724365234,28.322195053100582
33,0,33,57.72719955444336,31.41365623474121,59.56169891357422,20.45293617248535,36.03089904785156,14.340834617614746,88.86689758300781,84.30931091308594,171.20199584960938,40.288719177246094,0.0,0.0,121.21510314941406,51.60341262817383,241.2577972412109,24.11020278930664,58.2599983215332,31.407569885253903
34,0,34,67.60970306396484,39.390472412109375,63.1156005859375,24.723217010498047,38.27669906616211,17.36766242980957,119.35970306396484,96.39071655273438,181.4983062744141,42.45643615722656,0.0,0.0,139.53219604492188,65.72367095947266,233.0552978515625,25.12529945373535,68.11100006103516,39.3910026550293
35,0,35,53.31610107421875,30.97997093200684,57.29199981689453,22.47812271118164,35.07350158691406,17.551429748535156,101.3769989013672,97.54254150390624,169.18539428710938,43.54710388183594,0.0,0.0,104.2217025756836,53.45532989501953,214.4375,49.556453704833984,53.824798583984375,30.983373641967773
36,0,36,48.22330093383789,30.607580184936523,53.95280075073242,23.21747398376465,33.8401985168457,19.547718048095703,89.05829620361328,84.4061279296875,167.0460968017578,36.52584838867188,0.0,0.0,93.15689849853516,52.59773635864258,209.00570678710935,47.97665786743164,48.74530029296875,30.59856605529785
37,0,37,23.26140022277832,9.308194160461426,33.12540054321289,7.153172492980957,19.86669921875,4.823892116546631,23.133699417114254,26.4626522064209,139.51980590820312,13.184635162353516,0.0,0.0,42.94110107421875,22.413894653320312,180.6020965576172,23.460681915283203,23.79949951171875,9.298736572265623
38,0,38,23.579200744628903,4.140909194946289,34.819000244140625,4.404343605041504,19.876300811767575,2.3184473514556885,19.274599075317383,14.495709419250488,137.5915069580078,7.222798824310303,0.0,0.0,48.820098876953125,9.815046310424805,193.1623992919922,21.627918243408203,24.09079933166504,4.133443355560303
39,0,39,23.93777847290039,4.543776512145996,34.83333206176758,4.274497985839844,19.56888961791992,2.6448123455047607,19.604888916015625,18.237394332885746,137.76089477539062,9.092937469482422,0.0,0.0,55.63066482543945,7.0025739669799805,202.7482147216797,28.36526107788086,24.48177719116211,4.514556884765625
40,1,0,130.90480041503906,48.88103866577149,102.04199981689452,28.65775680541992,67.88069915771484,22.3464469909668,199.5792999267578,84.58856201171875,185.50050354003903,29.448898315429688,0.0,0.0,210.09640502929688,57.00456619262695,245.56179809570312,14.950671195983888,131.4022979736328,48.89062881469727
41,1,1,127.58260345458984,39.30256652832031,101.30480194091795,21.33656311035156,67.49210357666016,17.559741973876953,210.52310180664065,73.17814636230469,193.3137969970703,29.222841262817383,0.0,0.0,211.7512969970703,47.4728889465332,238.00390625,19.9062614440918,128.09559631347656,39.29654312133789
42,1,2,94.92060089111328,49.96802520751953,82.10929870605469,28.663244247436523,51.74819946289063,21.666643142700195,168.05540466308594,96.68236541748048,180.95460510253903,36.62884521484375,0.0,0.0,160.69000244140625,73.97694396972656,220.3896942138672,54.152442932128906,95.43419647216795,49.96708679199219
43,1,3,40.58219909667969,21.87192916870117,49.747501373291016,15.195951461791992,26.763900756835938,10.02614402770996,54.900299072265625,68.1807861328125,153.75039672851562,32.11677932739258,0.0,0.0,98.00460052490234,47.88138961791992,234.01040649414065,39.75042343139648,41.09320068359375,21.869104385375977
