cell_id,row,col,min_lon,min_lat,max_lon,max_lat,lat,lon,quadrant,model,split,fold_id,true_delta_builtup,true_delta_water,true_delta_other,pred_delta_builtup,pred_delta_water,pred_delta_other,unc_delta_builtup,unc_delta_water,abs_error_delta_builtup,abs_error_delta_water,true_change_flag,pred_change_flag,confidence_label
212,5,12,11.051972940522472,49.52070231993025,11.060956093363668,49.52653359475637,49.52361795734331,11.05646451694307,NW,Linear Regression,spatial_group_kfold,3,-0.44,0.0,0.44,0.45419770954858874,-0.012355601221478165,-0.44184210832711057,0.09204171612986067,0.022778496147479982,0.8941977095485887,0.012355601221478165,0,0,high
213,5,13,11.060956093363668,49.52070231993025,11.069939246204862,49.52653359475637,49.52361795734331,11.065447669784266,NW,Linear Regression,spatial_group_kfold,3,0.4,0.0,-0.4,-0.01907179767844286,-0.005105563147734813,0.02417736082617767,0.08212278592664249,0.020564913524921017,0.4190717976784429,0.005105563147734813,0,0,high
214,5,14,11.069939246204862,49.52070231993025,11.078922399046055,49.52653359475637,49.52361795734331,11.074430822625459,NW,Linear Regression,spatial_group_kfold,3,0.41,0.0,-0.41,0.319852467285627,0.03775800010429453,-0.3576104673899215,0.11275438537897868,0.01539438886127317,0.09014753271437298,0.03775800010429453,0,0,high
215,5,15,11.078922399046055,49.52070231993025,11.087905551887252,49.52653359475637,49.52361795734331,11.083413975466653,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.1893473614713953,-0.017776853572715714,-0.1715705078986796,0.07498991819256756,0.025958747213627942,0.1893473614713953,0.017776853572715714,0,0,high
216,5,16,11.087905551887252,49.52070231993025,11.096888704728448,49.52653359475637,49.52361795734331,11.09239712830785,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.1902680782855969,-0.03892954148915502,-0.15133853679644188,0.060838757856050765,0.0179123952912224,0.1902680782855969,0.03892954148915502,0,0,high
217,5,17,11.096888704728448,49.52070231993025,11.105871857569644,49.52653359475637,49.52361795734331,11.101380281149046,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.15634134869126187,-0.045346023492009495,-0.11099532519925237,0.03356818555528058,0.01744235184401876,0.15634134869126187,0.045346023492009495,0,0,high
218,5,18,11.105871857569644,49.52070231993025,11.114855010410835,49.52653359475637,49.52361795734331,11.11036343399024,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.19500665061138112,-0.0745264669734887,-0.12048018363789241,0.059387853759374054,0.019687979643218563,0.19500665061138112,0.0745264669734887,0,0,high
219,5,19,11.114855010410835,49.52070231993025,11.123838163252032,49.52653359475637,49.52361795734331,11.119346586831433,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.18046381277594703,-0.0464436572772279,-0.13402015549871912,0.0426687710057464,0.01648531920484566,0.18046381277594703,0.0464436572772279,0,0,high
220,5,20,11.123838163252032,49.52070231993025,11.13282131609323,49.52653359475637,49.52361795734331,11.12832973967263,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.20231345895363906,-0.09310152703649142,-0.10921193191714763,0.08187213749308588,0.030311273713858354,0.20231345895363906,0.09310152703649142,0,0,high
221,5,21,11.13282131609323,49.52070231993025,11.141804468934424,49.52653359475637,49.52361795734331,11.137312892513826,NE,Linear Regression,spatial_group_kfold,2,-0.08,0.0,0.08,-0.23921430245926645,-0.030598846651432747,0.2698131491106992,0.08445054139659999,0.05440780050725611,0.15921430245926643,0.030598846651432747,0,0,high
222,5,22,11.141804468934424,49.52070231993025,11.15078762177562,49.52653359475637,49.52361795734331,11.146296045355022,NE,Linear Regression,spatial_group_kfold,2,0.51,0.0,-0.51,1.0533318454859877,-6.526729462955549e-05,-1.0532665781913582,0.11230443018931216,0.033518344059886164,0.5433318454859877,6.526729462955549e-05,0,1,high
223,5,23,11.15078762177562,49.52070231993025,11.159770774616817,49.52653359475637,49.52361795734331,11.155279198196219,NE,Linear Regression,spatial_group_kfold,2,0.47,0.17,-0.64,0.07922769374759453,0.02569699952468963,-0.10492469327228415,0.11132324595312774,0.030260956495700698,0.39077230625240544,0.1443030004753104,0,0,high
224,5,24,11.159770774616817,49.52070231993025,11.16875392745801,49.52653359475637,49.52361795734331,11.164262351037413,NE,Linear Regression,spatial_group_kfold,2,0.62,0.0,-0.62,0.04308595968015716,0.0217146935215379,-0.06480065320169506,0.11201886105437715,0.05218596247120596,0.5769140403198428,0.0217146935215379,0,0,high
225,5,25,11.16875392745801,49.52070231993025,11.177737080299204,49.52653359475637,49.52361795734331,11.173245503878608,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,-0.09474650001156082,-0.046867590276146884,0.14161409028770772,0.0981707000864989,0.017050971604344222,0.09474650001156082,0.046867590276146884,0,0,high
226,5,26,11.177737080299204,49.52070231993025,11.1867202331404,49.52653359475637,49.52361795734331,11.182228656719802,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.031088185891264164,-0.06543428467640972,0.03434609878514555,0.04979789768257376,0.05066006601838386,0.031088185891264164,0.06543428467640972,0,0,high
227,5,27,11.1867202331404,49.52070231993025,11.195703385981597,49.52653359475637,49.52361795734331,11.191211809560999,NE,Linear Regression,spatial_group_kfold,2,-0.02,0.0,0.02,-0.03632764797875809,-0.04509560851398206,0.08142325649274015,0.05020211828979257,0.03154904082693743,0.016327647978758093,0.04509560851398206,0,0,high
228,5,28,11.195703385981597,49.52070231993025,11.204686538822791,49.52653359475637,49.52361795734331,11.200194962402193,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,-0.19546238605266353,-0.06217768327814735,0.25764006933081085,0.08586927939289744,0.03865944908917734,0.19546238605266353,0.06217768327814735,0,0,high
229,5,29,11.204686538822791,49.52070231993025,11.213669691663984,49.52653359475637,49.52361795734331,11.209178115243388,NE,Linear Regression,spatial_group_kfold,2,-0.09,0.0,0.09,-0.15004491310498136,-0.01351018460371506,0.16355509770869642,0.08199313885467031,0.0417923770605482,0.06004491310498136,0.01351018460371506,0,0,high
230,5,30,11.213669691663984,49.52070231993025,11.22265284450518,49.52653359475637,49.52361795734331,11.218161268084582,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,0.07145099809426825,-0.08647756089869818,0.015026562804429933,0.10138275693512612,0.022858739730849984,0.07145099809426825,0.08647756089869818,0,0,high
231,5,31,11.22265284450518,49.52070231993025,11.231635997346377,49.52653359475637,49.52361795734331,11.227144420925779,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,-0.15037288960723982,-0.030122229309871212,0.18049511891711104,0.06975896886595158,0.027080282142032827,0.15037288960723982,0.030122229309871212,0,0,high
232,5,32,11.231635997346377,49.52070231993025,11.240619150187571,49.52653359475637,49.52361795734331,11.236127573766975,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,0.10220670732582038,-0.08990369719093534,-0.012303010134885037,0.12540251774974653,0.0431541894167074,0.10220670732582038,0.08990369719093534,0,0,high
233,5,33,11.240619150187571,49.52070231993025,11.249602303028766,49.52653359475637,49.52361795734331,11.245110726608168,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,0.0638254096965617,-0.05780601869891754,-0.006019390997644154,0.13853943602456617,0.040678229821338466,0.0638254096965617,0.05780601869891754,0,0,medium
234,5,34,11.249602303028766,49.52070231993025,11.258585455869962,49.52653359475637,49.52361795734331,11.254093879449364,NE,Linear Regression,spatial_group_kfold,1,-0.2,0.0,0.2,0.7069731049055004,0.04336027665822791,-0.7503333815637283,0.09400585477991379,0.03928483052884131,0.9069731049055003,0.04336027665822791,0,0,high
235,5,35,11.258585455869962,49.52070231993025,11.267568608711157,49.52653359475637,49.52361795734331,11.26307703229056,NE,Linear Regression,spatial_group_kfold,1,-1.0,0.0,1.0,0.5405725718169723,0.0064966923040459855,-0.5470692641210183,0.12148716163419833,0.03261916438927231,1.5405725718169723,0.0064966923040459855,1,0,high
236,5,36,11.267568608711157,49.52070231993025,11.276551761552351,49.52653359475637,49.52361795734331,11.272060185131753,NE,Linear Regression,spatial_group_kfold,1,0.08,0.0,-0.08,0.7596589110855123,0.009107951299417997,-0.7687668623849303,0.1287263527973846,0.021502887321095385,0.6796589110855124,0.009107951299417997,0,0,medium
237,5,37,11.276551761552351,49.52070231993025,11.285534914393548,49.52653359475637,49.52361795734331,11.28104333797295,NE,Linear Regression,spatial_group_kfold,1,-0.38,0.0,0.38,-0.3585350630465921,-0.01165922180939178,0.3701942848559839,0.1103017131423622,0.03386563297112732,0.021464936953407898,0.01165922180939178,0,0,high
238,5,38,11.285534914393548,49.52070231993025,11.294518067234742,49.52653359475637,49.52361795734331,11.290026490814146,NE,Linear Regression,spatial_group_kfold,1,0.93,-0.05,-0.88,-0.08282965680194343,0.023883555421109485,0.05894610138083395,0.12474973674736287,0.03098958676229496,1.0128296568019435,0.07388355542110948,0,0,high
239,5,39,11.294518067234742,49.52070231993025,11.29856048601328,49.52653359475637,49.52361795734331,11.29653927662401,NE,Linear Regression,spatial_group_kfold,1,-0.07,0.0,0.07,-0.6968912915287467,0.05470522606428782,0.6421860654644589,0.20797307343613888,0.0907889235365036,0.6268912915287468,0.05470522606428782,0,0,low
240,6,0,10.944175106428128,49.51487034963949,10.953158259269324,49.52070231993025,49.51778633478487,10.948666682848726,NW,Linear Regression,spatial_group_kfold,4,0.0,0.0,-0.0,-1.0378007444049329,0.10478095381020104,0.9330197905947318,0.34238243614392944,0.12847068890806845,1.0378007444049329,0.10478095381020104,0,1,low
241,6,1,10.953158259269324,49.51487034963949,10.96214141211052,49.52070231993025,49.51778633478487,10.957649835689923,NW,Linear Regression,spatial_group_kfold,4,0.54,0.51,-1.05,1.2469607770131215,-0.2081176105494205,-1.038843166463701,0.37931962278633025,0.09991067908241619,0.7069607770131214,0.7181176105494205,0,1,low
242,6,2,10.96214141211052,49.51487034963949,10.971124564951715,49.52070231993025,49.51778633478487,10.966632988531117,NW,Linear Regression,spatial_group_kfold,4,0.15,-0.31,0.16,0.5376692399034503,-0.0027664269498542775,-0.534902812953596,0.2143700163974932,0.09478725873170565,0.38766923990345026,0.3072335730501457,0,0,low
243,6,3,10.971124564951715,49.51487034963949,10.98010771779291,49.52070231993025,49.51778633478487,10.975616141372313,NW,Linear Regression,spatial_group_kfold,4,0.3,-0.72,0.42,0.8437792346296263,-0.06016237530090536,-0.7836168593287209,0.1608360905986972,0.07179021829972612,0.5437792346296264,0.6598376246990946,0,0,medium
244,6,4,10.98010771779291,49.51487034963949,10.989090870634104,49.52070231993025,49.51778633478487,10.984599294213506,NW,Linear Regression,spatial_group_kfold,4,-0.83,0.0,0.83,0.7330046385121789,0.11802423762087076,-0.8510288761330497,0.2248075622050999,0.1049258161953675,1.563004638512179,0.11802423762087076,0,0,low
245,6,5,10.989090870634104,49.51487034963949,10.9980740234753,49.52070231993025,49.51778633478487,10.993582447054703,NW,Linear Regression,spatial_group_kfold,4,0.84,-0.01,-0.83,1.006818171489902,0.10384785026511474,-1.1106660217550168,0.10860976904200804,0.04652451873727019,0.16681817148990208,0.11384785026511474,0,1,high
246,6,6,10.9980740234753,49.51487034963949,11.007057176316495,49.52070231993025,49.51778633478487,11.002565599895899,NW,Linear Regression,spatial_group_kfold,4,0.58,0.0,-0.58,0.7113237957294651,0.26505692082102617,-0.9763807165504913,0.2079456281707786,0.1623835490118665,0.13132379572946518,0.26505692082102617,0,0,low
247,6,7,11.007057176316495,49.51487034963949,11.01604032915769,49.52070231993025,49.51778633478487,11.011548752737092,NW,Linear Regression,spatial_group_kfold,4,-0.1,0.0,0.1,-0.5615378037527496,0.0046124456173071895,0.5569253581354424,0.16189891632557418,0.03127381294698704,0.46153780375274966,0.0046124456173071895,0,0,medium
248,6,8,11.01604032915769,49.51487034963949,11.025023481998886,49.52070231993025,49.51778633478487,11.020531905578288,NW,Linear Regression,spatial_group_kfold,4,1.1,0.0,-1.1,0.7444947403588428,-0.00935755602881575,-0.7351371843300271,0.12271709241186043,0.0257466110251168,0.3555052596411573,0.00935755602881575,1,0,high
249,6,9,11.025023481998886,49.51487034963949,11.034006634840082,49.52070231993025,49.51778633478487,11.029515058419484,NW,Linear Regression,spatial_group_kfold,4,3.15,0.82,-3.9699999999999998,1.820305583590999,0.03164884984937257,-1.8519544334403715,0.10978528176261962,0.02673042761492909,1.329694416409001,0.7883511501506274,1,1,high
250,6,10,11.034006634840082,49.51487034963949,11.042989787681275,49.52070231993025,49.51778633478487,11.038498211260679,NW,Linear Regression,spatial_group_kfold,3,0.59,0.0,-0.59,0.978662234533781,0.02471021759542531,-1.0033724521292062,0.16430957726689713,0.0312901929286947,0.388662234533781,0.02471021759542531,0,0,medium
251,6,11,11.042989787681275,49.51487034963949,11.051972940522472,49.52070231993025,49.51778633478487,11.047481364101873,NW,Linear Regression,spatial_group_kfold,3,4.29,0.0,-4.29,2.348040669482332,0.018486548446566747,-2.3665272179288985,0.20111807106515617,0.027667626241566087,1.9419593305176681,0.018486548446566747,1,1,low
252,6,12,11.051972940522472,49.51487034963949,11.060956093363668,49.52070231993025,49.51778633478487,11.05646451694307,NW,Linear Regression,spatial_group_kfold,3,0.28,0.0,-0.28,0.6113125194582023,-0.014607177844922378,-0.5967053416132799,0.08405365975603848,0.029613725024293554,0.3313125194582023,0.014607177844922378,0,0,high
253,6,13,11.060956093363668,49.51487034963949,11.069939246204862,49.52070231993025,49.51778633478487,11.065447669784266,NW,Linear Regression,spatial_group_kfold,3,-0.55,0.0,0.55,-0.16956180380685837,-0.07067294787064643,0.2402347516775048,0.0877619014494022,0.029118372970213247,0.3804381961931417,0.07067294787064643,0,0,high
254,6,14,11.069939246204862,49.51487034963949,11.078922399046055,49.52070231993025,49.51778633478487,11.074430822625459,NW,Linear Regression,spatial_group_kfold,3,0.04,0.0,-0.04,0.10164310911227675,-0.027761705803866915,-0.07388140330840984,0.06872013404145812,0.01907162549636582,0.06164310911227675,0.027761705803866915,0,0,high
255,6,15,11.078922399046055,49.51487034963949,11.087905551887252,49.52070231993025,49.51778633478487,11.083413975466653,NW,Linear Regression,spatial_group_kfold,3,0.28,0.0,-0.28,0.5282603022957999,0.0456764410504053,-0.5739367433462053,0.14263155399538321,0.020172756274500065,0.24826030229579987,0.0456764410504053,0,0,medium
256,6,16,11.087905551887252,49.51487034963949,11.096888704728448,49.52070231993025,49.51778633478487,11.09239712830785,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.2408276918364836,-0.01656574083193673,-0.22426195100454685,0.12046312979305415,0.042102998774392324,0.2408276918364836,0.01656574083193673,0,0,high
257,6,17,11.096888704728448,49.51487034963949,11.105871857569644,49.52070231993025,49.51778633478487,11.101380281149046,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.17946258726699243,-0.01665049445177708,-0.16281209281521536,0.1281965848218144,0.04676891244233833,0.17946258726699243,0.01665049445177708,0,0,medium
258,6,18,11.105871857569644,49.51487034963949,11.114855010410835,49.52070231993025,49.51778633478487,11.11036343399024,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.17458841611409004,-0.039175661282527,-0.13541275483156304,0.06856768492649153,0.02445310909156331,0.17458841611409004,0.039175661282527,0,0,high
259,6,19,11.114855010410835,49.51487034963949,11.123838163252032,49.52070231993025,49.51778633478487,11.119346586831433,NW,Linear Regression,spatial_group_kfold,3,-0.01,0.0,0.01,0.1055009338935673,-0.027183606104514032,-0.07831732778905326,0.08709175008669244,0.01498760684987364,0.11550093389356729,0.027183606104514032,0,0,high
260,6,20,11.123838163252032,49.51487034963949,11.13282131609323,49.52070231993025,49.51778633478487,11.12832973967263,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.12924711885320123,-0.11469135600184553,-0.014555762851355694,0.14228496164825874,0.04495633754355757,0.12924711885320123,0.11469135600184553,0,0,medium
261,6,21,11.13282131609323,49.51487034963949,11.141804468934424,49.52070231993025,49.51778633478487,11.137312892513826,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.17613737002689472,-0.0945490773395819,-0.08158829268731282,0.04122246477811325,0.01855841783195745,0.17613737002689472,0.0945490773395819,0,0,high
262,6,22,11.141804468934424,49.51487034963949,11.15078762177562,49.52070231993025,49.51778633478487,11.146296045355022,NE,Linear Regression,spatial_group_kfold,2,-0.17,0.0,0.17,0.16055278342815765,-0.1169986137194224,-0.043554169708735255,0.10663534138933681,0.0545292569079457,0.33055278342815764,0.1169986137194224,0,0,high
263,6,23,11.15078762177562,49.51487034963949,11.159770774616817,49.52070231993025,49.51778633478487,11.155279198196219,NE,Linear Regression,spatial_group_kfold,2,0.05,0.0,-0.05,0.16087063469908391,-0.08343412977928365,-0.07743650491980027,0.07426066892472179,0.028558327569740794,0.11087063469908391,0.08343412977928365,0,0,high
264,6,24,11.159770774616817,49.51487034963949,11.16875392745801,49.52070231993025,49.51778633478487,11.164262351037413,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.07870808729770007,-0.06733235213232404,-0.01137573516537603,0.049240128945372434,0.02587653599122406,0.07870808729770007,0.06733235213232404,0,0,high
265,6,25,11.16875392745801,49.51487034963949,11.177737080299204,49.52070231993025,49.51778633478487,11.173245503878608,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.06766118917500141,-0.07211474786798526,0.004453558692983847,0.09535652118536278,0.019248419039644776,0.06766118917500141,0.07211474786798526,0,0,high
266,6,26,11.177737080299204,49.51487034963949,11.1867202331404,49.52070231993025,49.51778633478487,11.182228656719802,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,0.12214196716562925,-0.09983558434217962,-0.022306382823449628,0.07822214473470539,0.02554198055303799,0.12214196716562925,0.09983558434217962,0,0,high
267,6,27,11.1867202331404,49.51487034963949,11.195703385981597,49.52070231993025,49.51778633478487,11.191211809560999,NE,Linear Regression,spatial_group_kfold,2,0.0,0.0,-0.0,-0.13571314842147142,-0.0106268851679897,0.14634003358946113,0.09005926324945346,0.07224846516211948,0.13571314842147142,0.0106268851679897,0,0,high
268,6,28,11.195703385981597,49.51487034963949,11.204686538822791,49.52070231993025,49.51778633478487,11.200194962402193,NE,Linear Regression,spatial_group_kfold,2,-0.01,0.0,0.01,-0.1559101857788926,-0.032310704893192745,0.18822089067208533,0.07878886787652423,0.06896815786596093,0.1459101857788926,0.032310704893192745,0,0,high
269,6,29,11.204686538822791,49.51487034963949,11.213669691663984,49.52070231993025,49.51778633478487,11.209178115243388,NE,Linear Regression,spatial_group_kfold,2,-0.07,0.0,0.07,0.0007864609172371084,-0.09485925623061105,0.09407279531337394,0.09189850705581985,0.029687344502768144,0.07078646091723712,0.09485925623061105,0,0,high
270,6,30,11.213669691663984,49.51487034963949,11.22265284450518,49.52070231993025,49.51778633478487,11.218161268084582,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,-0.054118315867510036,-0.04244031318281853,0.09655862905032857,0.050990447620676546,0.024033400652110997,0.054118315867510036,0.04244031318281853,0,0,high
271,6,31,11.22265284450518,49.51487034963949,11.231635997346377,49.52070231993025,49.51778633478487,11.227144420925779,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,-0.06790140436929415,-0.010519253859834134,0.07842065822912828,0.04812876956396172,0.013699356890909667,0.06790140436929415,0.010519253859834134,0,0,high
272,6,32,11.231635997346377,49.51487034963949,11.240619150187571,49.52070231993025,49.51778633478487,11.236127573766975,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,0.11121119042977223,-0.10460613108587728,-0.006605059343894951,0.0904701292808531,0.049560792463735015,0.11121119042977223,0.10460613108587728,0,0,high
273,6,33,11.240619150187571,49.51487034963949,11.249602303028766,49.52070231993025,49.51778633478487,11.245110726608168,NE,Linear Regression,spatial_group_kfold,1,0.0,0.0,-0.0,-0.06551294714597256,-0.08190284069491359,0.14741578784088616,0.0881284052550054,0.050471185639654366,0.06551294714597256,0.08190284069491359,0,0,high
274,6,34,11.249602303028766,49.51487034963949,11.258585455869962,49.52070231993025,49.51778633478487,11.254093879449364,NE,Linear Regression,spatial_group_kfold,1,-0.94,0.0,0.94,0.5962802640825425,0.004105509337426536,-0.600385773419969,0.09946533955836516,0.05744705461857533,1.5362802640825426,0.004105509337426536,0,0,high
275,6,35,11.258585455869962,49.51487034963949,11.267568608711157,49.52070231993025,49.51778633478487,11.26307703229056,NE,Linear Regression,spatial_group_kfold,1,-0.16,-0.01,0.17,0.8479076678811046,-0.03307751197841482,-0.8148301559026898,0.09107727909137041,0.04848297068484285,1.0079076678811045,0.023077511978414816,0,0,high
276,6,36,11.267568608711157,49.51487034963949,11.276551761552351,49.52070231993025,49.51778633478487,11.272060185131753,NE,Linear Regression,spatial_group_kfold,1,0.11,0.0,-0.11,1.6817514272380536,-0.06525977168693471,-1.6164916555511188,0.12852284747995868,0.03174782325269381,1.5717514272380535,0.06525977168693471,0,1,medium
277,6,37,11.276551761552351,49.51487034963949,11.285534914393548,49.52070231993025,49.51778633478487,11.28104333797295,NE,Linear Regression,spatial_group_kfold,1,1.83,0.0,-1.83,2.1027793221345927,-0.052028709492089126,-2.0507506126425037,0.16245551159234894,0.05171159904897582,0.27277932213459266,0.052028709492089126,1,1,medium
278,6,38,11.285534914393548,49.51487034963949,11.294518067234742,49.52070231993025,49.51778633478487,11.290026490814146,NE,Linear Regression,spatial_group_kfold,1,0.9,0.0,-0.9,2.563470945581514,-0.09552724041493964,-2.4679437051665745,0.18841125099791323,0.04833727773887695,1.6634709455815142,0.09552724041493964,0,1,low
279,6,39,11.294518067234742,49.51487034963949,11.29856048601328,49.52070231993025,49.51778633478487,11.29653927662401,NE,Linear Regression,spatial_group_kfold,1,-1.64,0.0,1.64,1.2780453787108352,0.009718402887534072,-1.2877637815983694,0.12990540315175164,0.03587458899686893,2.9180453787108354,0.009718402887534072,1,1,medium
280,7,0,10.944175106428128,49.50903768386158,10.953158259269324,49.51487034963949,49.511954016750536,10.948666682848726,NW,Linear Regression,spatial_group_kfold,4,-0.08,0.0,0.08,-0.6297135912820622,0.041508520842736894,0.5882050704393252,0.18385665530478837,0.06446604599291882,0.5497135912820622,0.041508520842736894,0,0,medium
281,7,1,10.953158259269324,49.50903768386158,10.96214141211052,49.51487034963949,49.511954016750536,10.957649835689923,NW,Linear Regression,spatial_group_kfold,4,0.66,0.03,-0.6900000000000001,0.4486255271703625,-0.09152618514256629,-0.35709934202779625,0.20354467211767047,0.047746259660083584,0.2113744728296375,0.12152618514256629,0,0,low
282,7,2,10.96214141211052,49.50903768386158,10.971124564951715,49.51487034963949,49.511954016750536,10.966632988531117,NW,Linear Regression,spatial_group_kfold,4,-0.28,-0.25,0.53,0.3579641585255846,-0.03018488015900924,-0.3277792783665754,0.20834599858685152,0.06380373513250512,0.6379641585255846,0.21981511984099075,0,0,low
283,7,3,10.971124564951715,49.50903768386158,10.98010771779291,49.51487034963949,49.511954016750536,10.975616141372313,NW,Linear Regression,spatial_group_kfold,4,2.08,-0.5,-1.58,2.420512308543111,-0.020322095975791897,-2.400190212567319,0.23547482201428493,0.05762503373217266,0.340512308543111,0.4796779040242081,1,1,low
284,7,4,10.98010771779291,49.50903768386158,10.989090870634104,49.51487034963949,49.511954016750536,10.984599294213506,NW,Linear Regression,spatial_group_kfold,4,-0.14,0.0,0.14,1.2914915119254686,0.13245153684799088,-1.4239430487734595,0.1405000891419649,0.060781905763513826,1.4314915119254685,0.13245153684799088,0,1,medium
285,7,5,10.989090870634104,49.50903768386158,10.9980740234753,49.51487034963949,49.511954016750536,10.993582447054703,NW,Linear Regression,spatial_group_kfold,4,-0.63,-0.1,0.73,0.4362128999425001,0.027645674760702572,-0.4638585747032027,0.10361504796976163,0.04642892586374144,1.0662128999425002,0.12764567476070257,0,0,high
286,7,6,10.9980740234753,49.50903768386158,11.007057176316495,49.51487034963949,49.511954016750536,11.002565599895899,NW,Linear Regression,spatial_group_kfold,4,0.06,0.0,-0.06,0.5442317904279186,0.2571502809517266,-0.8013820713796451,0.22256794633831334,0.12345774130022637,0.4842317904279186,0.2571502809517266,0,0,low
287,7,7,11.007057176316495,49.50903768386158,11.01604032915769,49.51487034963949,49.511954016750536,11.011548752737092,NW,Linear Regression,spatial_group_kfold,4,-0.09,0.0,0.09,0.03629952048053631,0.0978461126179215,-0.1341456330984578,0.2371330731170591,0.05947689589773935,0.1262995204805363,0.0978461126179215,0,0,low
288,7,8,11.01604032915769,49.50903768386158,11.025023481998886,49.51487034963949,49.511954016750536,11.020531905578288,NW,Linear Regression,spatial_group_kfold,4,0.39,0.0,-0.39,-0.42560510727828454,0.12125269770588613,0.3043524095723984,0.36097270443111984,0.08573137168938913,0.8156051072782846,0.12125269770588613,0,0,low
289,7,9,11.025023481998886,49.50903768386158,11.034006634840082,49.51487034963949,49.511954016750536,11.029515058419484,NW,Linear Regression,spatial_group_kfold,4,0.81,0.0,-0.81,0.7344527075289661,0.011784688309195204,-0.7462373958381613,0.1015743014288695,0.03082132785021512,0.07554729247103398,0.011784688309195204,0,0,high
290,7,10,11.034006634840082,49.50903768386158,11.042989787681275,49.51487034963949,49.511954016750536,11.038498211260679,NW,Linear Regression,spatial_group_kfold,3,0.25,-0.02,-0.23,0.5519805351844582,0.004588972489390684,-0.5565695076738489,0.08936811755267118,0.029676109450673185,0.3019805351844582,0.024588972489390685,0,0,high
291,7,11,11.042989787681275,49.50903768386158,11.051972940522472,49.51487034963949,49.511954016750536,11.047481364101873,NW,Linear Regression,spatial_group_kfold,3,1.31,-0.02,-1.29,1.5921071642755074,0.017237275024849966,-1.6093444393003573,0.12543409935063995,0.029634912813504773,0.2821071642755073,0.03723727502484997,1,1,high
292,7,12,11.051972940522472,49.50903768386158,11.060956093363668,49.51487034963949,49.511954016750536,11.05646451694307,NW,Linear Regression,spatial_group_kfold,3,0.3,0.0,-0.3,0.6162484630202154,0.0047431740974386676,-0.620991637117654,0.08453301193526479,0.02015497708464348,0.3162484630202154,0.0047431740974386676,0,0,high
293,7,13,11.060956093363668,49.50903768386158,11.069939246204862,49.51487034963949,49.511954016750536,11.065447669784266,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.08467931204024032,-0.02538294923448611,-0.059296362805754205,0.09540885671417418,0.02281873707247462,0.08467931204024032,0.02538294923448611,0,0,high
294,7,14,11.069939246204862,49.50903768386158,11.078922399046055,49.51487034963949,49.511954016750536,11.074430822625459,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.2586008925152739,-0.020271769836534084,-0.23832912267873982,0.060556193276816744,0.02251750472805542,0.2586008925152739,0.020271769836534084,0,0,high
295,7,15,11.078922399046055,49.50903768386158,11.087905551887252,49.51487034963949,49.511954016750536,11.083413975466653,NW,Linear Regression,spatial_group_kfold,3,0.0,0.0,-0.0,0.2481899156580734,-0.027281231130196284,-0.22090868452787712,0.08061637337330234,0.02876930493598562,0.2481899156580734,0.027281231130196284,0,0,high
296,7,16,11.087905551887252,49.50903768386158,11.096888704728448,49.51487034963949,49.511954016750536,11.09239712830785,NW,Linear Regression,spatial_group_kfold,3,0.24,0.0,-0.24,0.516849581679846,0.028638979801567176,-0.5454885614814131,0.17003746193273458,0.03746263206585041,0.27684958167984597,0.028638979801567176,0,0,medium
297,7,17,11.096888704728448,49.50903768386158,11.105871857569644,49.51487034963949,49.511954016750536,11.101380281149046,NW,Linear Regression,spatial_group_kfold,3,0.7,0.0,-0.7,0.38646926418180805,0.05103183351068972,-0.4375010976924978,0.16071583769931527,0.022256436289555197,0.3135307358181919,0.05103183351068972,0,0,medium
